Combinations,Count
"('PANEER FRIED RICE', 'PINE APPIE JUICE')",1
"('CHICKEN MANCHURIAN', 'WATER BOTTLE')",1
"('PANEER PARATHA', 'POORI')",1
"('MOSAMBI', 'PANEER FRIED RICE')",1
"('EGG FRIED NOODLES', 'PANI PURI')",1
"('MIX CHAT', 'SEZWAN CHICKEN FRIED NOODLES')",1
"('BHEL PURI', 'CHICKEN FRIED RICE')",1
"('BOOST', 'LEMON JUICE')",1
"('GOBI FRIED RICE', 'MOSAMBI')",1
"('DAHI PAPADI CHAT', 'MOSAMBI')",1
"('DAHI PAPADI CHAT', 'GOBI FRIED RICE')",1
"('SPRITE MINI', 'VEG BIRIYANI')",1
"('BOURNVITA', 'CHICKEN CHILLI PARATHA')",1
"('ORANGE JUICE', 'SAMBAR RICE')",1
"('COKE MINI', 'PONGAL')",1
"('BHEL PURI', 'CHICKEN NOODLES')",1
"('CHICKEN NOODLES', 'HOT WATER')",1
"('GOBI MANCHURIAN', 'PANIYARAM')",1
"('BOOST', 'EGG FRIED NOODLES')",1
"('POMEGRANATE JUICE', 'SPRITE MINI')",1
"('BISCUIT - 10', 'WATER BOTTLE - 10')",1
"('HORLICKS', 'RAVA DOSA')",1
"('BUTTER SCOTCH MINI', 'MASALA DOSAI')",1
"('BUTTER MILK', 'EGG BOILED')",1
"('BUTTER SCOTCH MINI', 'CHAPPATHI')",1
"('BUTTER MILK', 'CHICKEN MANCHURIAN')",1
"('ALOO PARATHA', 'PANIYARAM')",1
"('CHENNA - 10', 'PONGAL')",1
"('BAG', 'BONDA')",1
"('GOBI MANCHURIAN', 'VEG HAKKA NOODLES')",1
"('SPRITE', 'WATER BOTTLE')",1
"('ALOO PARATHA', 'CHICKEN MANCHURIAN')",1
"('EGG OMLETTE', 'MASALA BONDA')",1
"('ALOO PARATHA', 'MEALS')",1
"('BOURNVITA', 'CURD RICE')",1
"('BAG', 'MINI MEALS')",1
"('GHEE ONION PODI DOSA', 'LEMON JUICE')",1
"('CHAPPATHI', 'PISTA MILK SHAKE')",1
"('COKE', 'GHEE DOSA')",1
"('CHEESE MASALA DOSA', 'ONION DOSAI')",1
"('GOBI FRIED RICE', 'PANEER MANCHURIAN')",1
"('MASALA DOSAI', 'POORI - 1')",1
"('ORANGE JUICE', 'PANI PURI')",1
"('BOURNVITA', 'CHICKEN BRIYANI')",1
"('BUTTER MILK', 'SEZWAN CHICKEN FRIED RICE')",1
"('EGG BIRIYANI', 'WATER BOTTLE - 10')",1
"('BUTTER SCOTCH MINI', 'VADA')",1
"('BUTTER SCOTCH MINI', 'IDLY')",1
"('IDLY', 'MYSORE MASALA DOSA')",1
"('CHEESE MASALA DOSA', 'PODI DOSA')",1
"('PANEER PARATHA', 'POMEGRANATE JUICE')",1
"('CHICKEN BRIYANI', 'DOSA')",1
"('PEPPER CHICKEN', 'PINE APPIE JUICE')",1
"('EGG BOILED', 'WATER BOTTLE')",1
"('BAAJEE', 'COLD BOURNVITA')",1
"('CHICKEN NOODLES', 'PEPPER CHICKEN')",1
"('CHICKEN BRIYANI', 'PINE APPIE JUICE')",1
"('GHEE PODI DOSA', 'PANI PURI')",1
"('CHICKEN BRIYANI', 'PEPPER CHICKEN')",1
"('BHEL PURI', 'PEPPER CHICKEN')",1
"('LEMONJUICE', 'ONION DOSAI')",1
"('CHICKEN 65', 'EGG KALAKKI')",1
"('CHILLI PARTHA', 'WHITE CHICKEN MASALA')",1
"('IDLY', 'PANEER MASALA DOSA')",1
"('CHICKEN PODI MASS', 'COKE MEDIUM')",1
"('CHICKEN MANCHURIAN', 'SEZWAN VEG FRIED RICE')",1
"('CHICKEN PODI MASS', 'POMEGRANATE JUICE')",1
"('PARATHA', 'RAVA DOSA')",1
"('CHILLI PARTHA', 'ONION UTHAPPAM')",1
"('CHEESE MASALA DOSA', 'WATER MELON')",1
"('COKE MEDIUM', 'GOBI FRIED NOODLES')",1
"('CHICKEN MASALA', 'WATER MELON')",1
"('CHAPATHI -1', 'WATER MELON')",1
"('CHICKEN MASALA', 'PINE APPIE JUICE')",1
"('APPLE JUICE', 'THAMSUP')",1
"('HORLICKS', 'LEMONJUICE')",1
"('PANI PURI', 'SEZWAN VEG FRIED RICE')",1
"('GHEE DOSA', 'PAPER DOSA')",1
"('EXTRA', 'SEZWAN CHICKEN FRIED RICE')",1
"('EGG PODIMAS', 'MINI MEALS')",1
"('MASALA DOSAI', 'VENNILA CUP')",1
"('CHANNA MASALA', 'WATER MELON')",1
"('BHEL PURI', 'MASALA BONDA')",1
"('CHAPPATHI', 'GHEE PODI DOSA')",1
"('LEMON RICE', 'MINI MEALS')",1
"('RASAM RICE', 'SAMBAR RICE')",1
"('CHENNA - 10', 'WATER BOTTLE')",1
"('MASALA BONDA', 'PINE APPIE JUICE')",1
"('ALOO PARATHA', 'PANI PURI')",1
"('MIX CHAT', 'SAMOSA CHAT')",1
"('EGG CHILLI PARATHA', 'MAAZA MINI')",1
"('ALOO PARATHA', 'GHEE DOSA')",1
"('BUTTER SCOTCH', 'EGG OMLETTE')",1
"('DAHI PURI', 'OREO MILK SHAKE')",1
"('COKE', 'WATER BOTTLE - 20')",1
"('MIX CHAT', 'WATER BOTTLE - 10')",1
"('MASALA CHILI BAAJEE', 'PANIYARAM')",1
"('COLD HORLICKS', 'POORI')",1
"('MASALA BONDA', 'MASALA CHILI BAAJEE')",1
"('MASALA BONDA', 'WATER BOTTLE - 20')",1
"('COFFEE', 'EGG KALAKKI')",1
"('COLD HORLICKS', 'PANI PURI')",1
"('CHANNA MASALA', 'EGG CHILLI PARATHA')",1
"('DAHI PURI', 'EGG CHILLI PARATHA')",1
"('CHICKEN BIRIYANI', 'CHICKEN MASALA')",1
"('CHANNA MASALA', 'COKE')",1
"('SAMOSA CHAT', 'WATER BOTTLE')",1
"('EGG KALAKKI', 'MEALS')",1
"('PEPPER CHICKEN', 'PODI DOSA')",1
"('ORANGE JUICE', 'SAMBAR VADA')",1
"('COKE MINI', 'GHEE PODI DOSA')",1
"('BAAJEE', 'COKE')",1
"('CHAPPATHI', 'COLD HORLICKS')",1
"('COLD HORLICKS', 'MASALA DOSAI')",1
"('COFFEE', 'CUTLET CHAT')",1
"('COFFEE', 'DAHI BHEL PURI')",1
"('COKE MINI', 'GHEE ONION PODI DOSA')",1
"('CHILLI PARTHA', 'EGG FRIED NOODLES')",1
"('ALOO PARATHA', 'MOSAMBI')",1
"('COFFEE', 'SPRITE')",1
"('COKE', 'OREO')",1
"('EGG FRIED RICE', 'HORLICKS')",1
"('COKE', 'MAAZA')",1
"('BUTTER SCOTCH', 'WATER MELON')",1
"('COKE MINI', 'MAAZA')",1
"('CHILLI PARTHA', 'POMEGRANATE JUICE')",1
"('EGG OMLETTE', 'RASAM RICE')",1
"('CHICKEN BRIYANI', 'WATER BOTTLE - 10')",1
"('BOOST', 'EGG CHILLI PARATHA')",1
"('BOURNVITA', 'EGG PODIMAS')",1
"('BAG', 'MAAZA MINI')",1
"('SAMBAR VADA', 'SPRITE')",1
"('BAG', 'CURD VADA')",1
"('CHICKEN FRIED RICE', 'EGG MASALA')",1
"('BUTTER MILK', 'CHICKEN MASALA')",1
"('APPLE JUICE', 'SPRITE MEDIUM')",1
"('PANIYARAM', 'PEPPER CHICKEN')",1
"('ALOO PARATHA', 'EGG PODIMAS')",1
"('GHEE PODI DOSA', 'MAAZA MINI')",1
"('COKE MEDIUM', 'MAAZA')",1
"('ALOO PARATHA', 'WATER MELON')",1
"('ALOO PARATHA', 'EGG CHILLI PARATHA')",1
"('BISCUIT - 5', 'COKE MINI')",1
"('MAAZA', 'PANI PURI')",1
"('BUTTER MILK', 'COLD BOOST')",1
"('BAAJEE', 'EGG CHILLI PARATHA')",1
"('MAAZA', 'WATER BOTTLE - 20')",1
"('SPRITE MEDIUM', 'UTHAAPPAM')",1
"('GHEE PODI DOSA', 'ONION DOSAI')",1
"('ALOO PARATHA', 'DAHI PURI')",1
"('CHICKEN 65', 'GHEE ONION PODI DOSA')",1
"('DOSA', 'EGG MASALA')",1
"('EGG BOILED', 'ORANGE JUICE')",1
"('BAG', 'HOT WATER')",1
"('CHICKEN NOODLES', 'TEA')",1
"('COLD BOOST', 'MASALA DOSAI')",1
"('HORLICKS', 'KALAKKI')",1
"('BUTTER MILK', 'VADA')",1
"('HORLICKS', 'PODI ONION DOSAI')",1
"('CHAPPATHI', 'POMEGRANATE')",1
"('BOURNVITA', 'COLD BOOST')",1
"('DAHI PURI', 'EGG FRIED NOODLES')",1
"('CHICKEN BIRIYANI', 'ONION UTHAPPAM')",1
"('DAHI PURI', 'EXTRA')",1
"('KALAKKI', 'PODI ONION DOSAI')",1
"('KALAKKI', 'SEV PURI')",1
"('CHICKEN MANCHURIAN', 'PANEER FRIED RICE')",1
"('BISCUIT - 10', 'BONDA')",1
"('PANI PURI', 'PODI ONION DOSAI')",1
"('CHAPPATHI', 'MAAZA')",1
"('CURD RICE', 'MANGO ZAP')",1
"('LEMON JUICE', 'MANGO ZAP')",1
"('DAHI PURI', 'PODI ONION DOSAI')",1
"('COFFEE', 'EGG MASALA')",1
"('DAHI PURI', 'KALAKKI')",1
"('CHICKEN FRIED RICE', 'SPRITE')",1
"('COKE', 'EGG PODIMAS')",1
"('BOOST', 'MANGO ZAP')",1
"('MAAZA', 'MOSAMBI')",1
"('GOBI MANCHURIAN', 'POMEGRANATE JUICE')",1
"('VENNILA CUP', 'WATER BOTTLE')",1
"('MAAZA', 'WATER BOTTLE')",1
"('MAAZA', 'VENNILA CUP')",1
"('POMEGRANATE JUICE', 'VEG HAKKA NOODLES')",1
"('MANGO ZAP', 'WATER BOTTLE')",1
"('MANGO ZAP', 'VEG HAKKA NOODLES')",1
"('MANGO ZAP', 'SAMBAR RICE')",1
"('MANGO ZAP', 'POMEGRANATE JUICE')",1
"('LEMON JUICE', 'VEG HAKKA NOODLES')",1
"('MIX CHAT', 'SAMOSA')",1
"('EGG KALAKKI', 'PODI ONION DOSAI')",1
"('EGG CHILLI PARATHA', 'MASALA DOSAI')",1
"('EXTRA', 'THAMSUP')",1
"('ONION DOSAI', 'VEG NOODLES')",1
"('BOOST', 'DAHI PAPADI CHAT')",1
"('CHICKEN CHILLI PARATHA', 'WATER MELON')",1
"('COFFEE', 'PARATHA')",1
"('COKE MINI', 'EGG FRIED NOODLES')",1
"('SAMOSA CHAT', 'THAMSUP')",1
"('CURD VADA', 'ORANGE JUICE')",1
"('DAHI PURI', 'THAMSUP')",1
"('MASALA PURI', 'POMEGRANATE JUICE')",1
"('CHICKEN MANCHURIAN', 'COFFEE')",1
"('COKE', 'EGG CHILLI PARATHA')",1
"('BONDA', 'PARATHA')",1
"('CHICKEN BRIYANI', 'EGG CHILLI PARATHA')",1
"('PINE APPIE JUICE', 'WHITE CHICKEN MASALA')",1
"('CHAPPATHI', 'EGG CHILLI PARATHA')",1
"('EGG KALAKKI', 'ONION UTHAPPAM')",1
"('CHICKEN MANCHURIAN', 'SAMBAR RICE')",1
"('GHEE ONION PODI DOSA', 'IDLY')",1
"('CHILLI CHICKEN', 'WATER BOTTLE - 20')",1
"('CHENNA - 10', 'HORLICKS')",1
"('PANIYARAM', 'SEZWAN CHICKEN FRIED NOODLES')",1
"('PANEER FRIED RICE', 'SEZWAN CHICKEN FRIED NOODLES')",1
"('CHICKEN MASALA', 'CURD RICE')",1
"('CHICKEN MASALA', 'COLD BOOST')",1
"('CHAPPATHI', 'SEV PURI')",1
"('EXTRA', 'PANI PURI')",1
"('COLD COFFEE', 'WATER MELON')",1
"('PAROTTA', 'WATER BOTTLE')",1
"('BUTTER MILK', 'TOMATO RICE')",1
"('EXTRA', 'SAMOSA CHAT')",1
"('ALOO PARATHA', 'CHILLI PARTHA')",1
"('MILK', 'VEG BIRIYANI')",1
"('COKE MINI', 'ORANGE JUICE')",1
"('BUTTER SCOTCH MILK SHAKE', 'MOSAMBI')",1
"('GOBI MANCHURIAN', 'PODI DOSA')",1
"('CHANNA SAMOSA', 'CHICKEN FRIED RICE')",1
"('CHICKEN MANCHURIAN', 'WHITE CHICKEN MASALA')",1
"('CHILLI CHICKEN', 'EGG MASALA')",1
"('CHICKEN MASALA', 'OREO MILK SHAKE')",1
"('COLD HORLICKS', 'WATER BOTTLE - 20')",1
"('EGG FRIED RICE', 'LEMON JUICE')",1
"('COLD HORLICKS', 'POMEGRANATE JUICE')",1
"('COKE MINI', 'EGG MASALA')",1
"('EGG MASALA', 'MEALS')",1
"('CHICKEN BRIYANI', 'CHICKEN MANCHURIAN')",1
"('GHEE DOSA', 'LEMONJUICE')",1
"('POORI', 'VENNILA CUP')",1
"('VEG NOODLES', 'WATER BOTTLE')",1
"('ORANGE JUICE', 'VENNILA CONE')",1
"('VADA', 'VENNILA CUP')",1
"('GHEE ONION PODI DOSA', 'WATER BOTTLE - 20')",1
"('CHICKEN PODI MASS', 'PANEER FRIED RICE')",1
"('MYSORE MASALA DOSA', 'TEA')",1
"('EGG PODIMAS', 'PANEER FRIED RICE')",1
"('MOSAMBI', 'POORI - 1')",1
"('BISCUIT - 10', 'EGG FRIED RICE')",1
"('CURD VADA', 'MYSORE MASALA DOSA')",1
"('BISCUIT - 10', 'CHILLI CHICKEN')",1
"('LEMONJUICE', 'PANI PURI')",1
"('LEMON RICE', 'MILK')",1
"('HOT WATER', 'LEMON RICE')",1
"('BUTTER MILK', 'HOT WATER')",1
"('LEMONJUICE', 'PODI DOSA')",1
"('OREO MILK SHAKE', 'VEG FRIED RICE')",1
"('PANEER MANCHURIAN', 'WATER BOTTLE - 20')",1
"('MASALA DOSAI', 'MYSORE MASALA DOSA')",1
"('MEALS', 'PANEER MANCHURIAN')",1
"('LEMONJUICE', 'SEV PURI')",1
"('CUTLET CHAT', 'DAHI PURI')",1
"('BUTTER SCOTCH MINI', 'CHAPATHI -1')",1
"('ALOO PARATHA', 'THAMSUP')",1
"('BISCUIT - 10', 'VEG FRIED RICE')",1
"('THAMSUP', 'VANNILA MILK SHAKE')",1
"('BAAJEE', 'BUTTER SCOTCH MINI')",1
"('ONION DOSAI', 'SEZWAN CHICKEN FRIED RICE')",1
"('COKE MEDIUM', 'ONION DOSAI')",1
"('APPLE JUICE', 'COKE')",1
"('CHICKEN 65', 'MOSAMBI')",1
"('CHILLI CHICKEN', 'CHILLI PARTHA')",1
"('SPRITE MINI', 'VANNILA MILK SHAKE')",1
"('BOOST', 'UTHAAPPAM')",1
"('POMEGRANATE JUICE', 'UTHAAPPAM')",1
"('VEG FRIED RICE', 'WATER BOTTLE - 10')",1
"('MOSAMBI', 'OREO')",1
"('SEZWAN EGG FRIED RICE', 'WHITE CHICKEN MASALA')",1
"('BUTTER MILK', 'SEZWAN EGG FRIED RICE')",1
"('BISCUIT - 10', 'MINI TIFFEN')",1
"('COFFEE', 'MINI TIFFEN')",1
"('MINI TIFFEN', 'SAMOSA')",1
"('SEZWAN CHICKEN FRIED RICE', 'WATER BOTTLE')",1
"('EGG CHILLI PARATHA', 'MEALS')",1
"('COKE', 'VANNILA MILK SHAKE')",1
"('BOOST', 'PAPER DOSA')",1
"('COKE', 'COKE MEDIUM')",1
"('EXTRA', 'PANEER FRIED RICE')",1
"('PANEER FRIED RICE', 'VEG BIRIYANI')",1
"('CHILLI PARTHA', 'KALAKKI')",1
"('CHICKEN MASALA', 'PANI PURI')",1
"('LEMONJUICE', 'PONGAL')",1
"('BLACK FOREST', 'WATER BOTTLE')",1
"('IDLY', 'MIX CHAT')",1
"('LEMONJUICE', 'MILK')",1
"('MAAZA MINI', 'PEPPER CHICKEN')",1
"('BONDA', 'MASALA BONDA')",1
"('BOOST', 'MASALA CHILI BAAJEE')",1
"('APPLE JUICE', 'UTHAAPPAM')",1
"('COKE MEDIUM', 'WATER BOTTLE - 10')",1
"('BONDA', 'BUTTER SCOTCH MINI')",1
"('BONDA', 'PODI ONION DOSAI')",1
"('EGG BOILED', 'EGG FRIED RICE')",1
"('MASALA BONDA', 'POORI')",1
"('BISCUIT - 10', 'KALAKKI')",1
"('COLD BOURNVITA', 'TEA')",1
"('MAAZA MINI', 'SEZWAN CHICKEN FRIED NOODLES')",1
"('EGG KALAKKI', 'WATER BOTTLE')",1
"('HORLICKS', 'ONION UTHAPPAM')",1
"('COKE MEDIUM', 'OREO')",1
"('CURD VADA', 'LEMON JUICE')",1
"('BUTTER SCOTCH MINI', 'SPRITE MINI')",1
"('CHICKEN CHILLI PARATHA', 'EGG OMLETTE')",1
"('CHENNA - 10', 'HOT WATER')",1
"('BAAJEE', 'OREO MILK SHAKE')",1
"('CHICKEN NOODLES', 'CHICKEN PODI MASS')",1
"('BUTTER MILK', 'VEG NOODLES')",1
"('LEMONJUICE', 'PANIYARAM')",1
"('KALAKKI', 'PODI DOSA')",1
"('COLD COFFEE', 'PARATHA')",1
"('COKE MINI', 'LEMON JUICE')",1
"('DAHI PURI', 'LEMONJUICE')",1
"('SPRITE MEDIUM', 'TEA')",1
"('CHICKEN BIRIYANI', 'VEG NOODLES')",1
"('OREO', 'WATER BOTTLE')",1
"('HORLICKS', 'OREO MILK SHAKE')",1
"('OREO MILK SHAKE', 'SPRITE MINI')",1
"('CHICKEN MASALA', 'PARATHA')",1
"('CHICKEN PODI MASS', 'COLD COFFEE')",1
"('CHICKEN MASALA', 'COLD COFFEE')",1
"('CHICKEN MASALA', 'CHICKEN PODI MASS')",1
"('MIX CHAT', 'WATER BOTTLE')",1
"('KALAKKI', 'SEZWAN CHICKEN FRIED NOODLES')",1
"('SEZWAN CHICKEN FRIED NOODLES', 'WATER BOTTLE')",1
"('SPRITE MEDIUM', 'THAMSUP')",1
"('PAPER DOSA', 'PODI DOSA')",1
"('CHANNA SAMOSA', 'SPRITE MINI')",1
"('MILK', 'OREO MILK SHAKE')",1
"('CHICKEN MASALA', 'SPRITE')",1
"('COFFEE', 'VANNILA MILK SHAKE')",1
"('BOURNVITA', 'COKE MINI')",1
"('COKE MEDIUM', 'DAHI PAPADI CHAT')",1
"('CHICKEN CHILLI PARATHA', 'LEMON RICE')",1
"('LEMON JUICE', 'SPRITE MINI')",1
"('MOSAMBI', 'SPRITE')",1
"('COLOURS - 25', 'EXTRA')",1
"('EGG FRIED RICE', 'THAMSUP')",1
"('BONDA', 'EGG FRIED NOODLES')",1
"('CHICKEN 65', 'COLOURS - 25')",1
"('CHICKEN PODI MASS', 'LEMON JUICE')",1
"('CHICKEN FRIED RICE', 'DAHI PAPADI CHAT')",1
"('CHICKEN CHILLI PARATHA', 'VEG FRIED RICE')",1
"('KALAKKI', 'THAMSUP')",1
"('EGG PODIMAS', 'VEG NOODLES')",1
"('EGG FRIED RICE', 'MILK')",1
"('CHICKEN PODI MASS', 'MINI MEALS')",1
"('CHILLI CHICKEN', 'MILK')",1
"('CHICKEN 65', 'EXTRA')",1
"('CHICKEN FRIED RICE', 'COLOURS - 25')",1
"('CHICKEN PODI MASS', 'EXTRA')",1
"('KALAKKI', 'WATER BOTTLE - 20')",1
"('CHILLI PARTHA', 'OREO MILK SHAKE')",1
"('EXTRA', 'ONION DOSAI')",1
"('COKE MEDIUM', 'PINE APPIE JUICE')",1
"('BUTTER SCOTCH MINI', 'DAHI PURI')",1
"('CHICKEN BIRIYANI', 'MINI MEALS')",1
"('ORANGE JUICE', 'SPRITE MINI')",1
"('BUTTER MILK', 'COKE')",1
"('BUTTER MILK', 'WATER MELON')",1
"('CURD RICE', 'MAAZA')",1
"('BUTTER MILK', 'MAAZA MINI')",1
"('BUTTER SCOTCH', 'SPRITE')",1
"('CHILLI CHICKEN', 'LEMON JUICE')",1
"('GHEE DOSA', 'PANEER MANCHURIAN')",1
"('CHICKEN PODI MASS', 'OREO MILK SHAKE')",1
"('CHANNA MASALA', 'VADA')",1
"('CHICKEN MANCHURIAN', 'COKE MEDIUM')",1
"('DAHI PURI', 'VEG FRIED RICE')",1
"('DAHI PAPADI CHAT', 'VEG FRIED RICE')",1
"('BISCUIT - 5', 'LEMON JUICE')",1
"('MINI TIFFEN', 'TEA')",1
"('MANGO ZAP', 'VENNILA CONE')",1
"('KALAKKI', 'MOSAMBI')",1
"('DAHI PURI', 'GOBI FRIED RICE')",1
"('BAG', 'EXTRA')",1
"('CHILLI PARTHA', 'CURD RICE')",1
"('CHICKEN BIRIYANI', 'IDLY')",1
"('DAHI PURI', 'ONION DOSAI')",1
"('KALAKKI', 'ONION DOSAI')",1
"('CHANNA MASALA', 'CHICKEN MANCHURIAN')",1
"('CHICKEN MANCHURIAN', 'SEV PURI')",1
"('DAHI PURI', 'GOBI FRIED NOODLES')",1
"('EGG BOILED', 'EGG CHILLI PARATHA')",1
"('EXTRA', 'POORI')",1
"('BHEL PURI', 'GOBI FRIED RICE')",1
"('BHEL PURI', 'GOBI FRIED NOODLES')",1
"('CHICKEN CHILLI PARATHA', 'COLD BOURNVITA')",1
"('CHICKEN PODI MASS', 'EGG FRIED NOODLES')",1
"('APPLE JUICE', 'GOBI FRIED RICE')",1
"('HORLICKS', 'UTHAAPPAM')",1
"('GOBI MANCHURIAN', 'PINE APPIE JUICE')",1
"('CHICKEN FRIED RICE', 'VENNILA CUP')",1
"('CHICKEN NOODLES', 'VENNILA CUP')",1
"('COKE MEDIUM', 'SEZWAN CHICKEN FRIED RICE')",1
"('GHEE ONION PODI DOSA', 'ONION DOSAI')",1
"('DOSA', 'WHITE CHICKEN MASALA')",1
"('POMEGRANATE', 'VEG HAKKA NOODLES')",1
"('DOSA', 'POMEGRANATE')",1
"('CHICKEN NOODLES', 'VEG HAKKA NOODLES')",1
"('APPLE JUICE', 'CHAPATHI -1')",1
"('CHICKEN PODI MASS', 'SEZWAN EGG FRIED RICE')",1
"('CHICKEN NOODLES', 'POMEGRANATE')",1
"('SEV PURI', 'VEG NOODLES')",1
"('CHEESE MASALA DOSA', 'PANI PURI')",1
"('GHEE DOSA', 'LEMON JUICE')",1
"('CHICKEN FRIED RICE', 'PODI ONION DOSAI')",1
"('GHEE PODI DOSA', 'SEV PURI')",1
"('HOT WATER', 'PODI ONION DOSAI')",1
"('CHAPATHI -1', 'PODI DOSA')",1
"('HOT WATER', 'PODI DOSA')",1
"('APPLE JUICE', 'EGG FRIED NOODLES')",1
"('BOURNVITA', 'WATER MELON')",1
"('DOSA', 'MANGO JUICE')",1
"('EGG BOILED', 'THAMSUP')",1
"('ALOO PARATHA', 'MILK')",1
"('BUTTER SCOTCH MILK SHAKE', 'OREO MILK SHAKE')",1
"('CHICKEN BIRIYANI', 'WATER BOTTLE - 20')",1
"('COLD BOOST', 'TOMATO RICE')",1
"('CHICKEN NOODLES', 'SAMOSA CHAT')",1
"('CHICKEN FRIED RICE', 'SEZWAN EGG FRIED RICE')",1
"('PINE APPIE JUICE', 'TOMATO RICE')",1
"('IDLY', 'TOMATO RICE')",1
"('BUTTER SCOTCH', 'SEV PURI')",1
"('BOOST', 'CHICKEN BIRIYANI')",1
"('HORLICKS', 'POORI - 1')",1
"('MANGO JUICE', 'VADA')",1
"('CHICKEN CHILLI PARATHA', 'EGG PODIMAS')",1
"('ALOO PURI', 'PODI DOSA')",1
"('BOOST', 'CHILLI PARTHA')",1
"('BHEL PURI', 'BUTTER SCOTCH')",1
"('ALOO PURI', 'BHEL PURI')",1
"('CHENNA - 10', 'VADA')",1
"('BISCUIT - 10', 'EXTRA')",1
"('CHILLI CHICKEN', 'SAMOSA CHAT')",1
"('COFFEE', 'GOBI FRIED NOODLES')",1
"('DAHI PAPADI CHAT', 'GHEE ONION PODI DOSA')",1
"('EGG CHILLI PARATHA', 'OREO MILK SHAKE')",1
"('EGG OMLETTE', 'MINI MEALS')",1
"('CHILLI PARTHA', 'EGG BIRIYANI')",1
"('ALOO PARATHA', 'BUTTER SCOTCH MINI')",1
"('BOURNVITA', 'SAMBAR RICE')",1
"('OREO MILK SHAKE', 'PISTA MILK SHAKE')",1
"('ALOO CHAT', 'WATER BOTTLE - 20')",1
"('ALOO CHAT', 'MIX CHAT')",1
"('BAG', 'EGG OMLETTE')",1
"('BUTTER MILK', 'CHILLI CHICKEN')",1
"('CHICKEN MASALA', 'ONION DOSAI')",1
"('EGG BIRIYANI', 'SAMOSA')",1
"('BAAJEE', 'SPRITE')",1
"('EGG BIRIYANI', 'TEA')",1
"('COKE', 'SPRITE')",1
"('BHEL PURI', 'CHICKEN MASALA')",1
"('BUTTER SCOTCH MINI', 'PODI DOSA')",1
"('CURD VADA', 'MAAZA')",1
"('CHICKEN CHILLI PARATHA', 'DAHI PURI')",1
"('COLD BOOST', 'SEZWAN VEG FRIED RICE')",1
"('SEZWAN CHICKEN FRIED NOODLES', 'VEG NOODLES')",1
"('CHENNA - 15', 'MILK')",1
"('CHICKEN CHILLI PARATHA', 'CURD RICE')",1
"('CHICKEN BRIYANI', 'SAMBAR RICE')",1
"('CHILLI CHICKEN', 'EGG BOILED')",1
"('VEG NOODLES', 'WATER BOTTLE - 10')",1
"('IDLY', 'VENNILA CUP')",1
"('CHICKEN BRIYANI', 'CURD RICE')",1
"('BOOST', 'EGG FRIED RICE')",1
"('CHAPATHI -1', 'PANEER FRIED NOODLES')",1
"('CHANNA CUTLET', 'CHAPPATHI')",1
"('BHEL PURI', 'SEZWAN CHICKEN FRIED RICE')",1
"('CHAPATHI -1', 'WHITE CHICKEN MASALA')",1
"('BISCUIT - 10', 'PANIYARAM')",1
"('MAAZA MINI', 'SEZWAN EGG FRIED RICE')",1
"('CHICKEN BIRIYANI', 'EGG FRIED NOODLES')",1
"('VEG FRIED RICE', 'WHITE CHICKEN MASALA')",1
"('MASALA CHILI BAAJEE', 'POMEGRANATE JUICE')",1
"('CHICKEN MANCHURIAN', 'CURD RICE')",1
"('CHICKEN MASALA', 'COKE MINI')",1
"('COKE MINI', 'HOT WATER')",1
"('GOBI MANCHURIAN', 'WATER BOTTLE - 20')",1
"('IDLY', 'SEZWAN CHICKEN FRIED RICE')",1
"('CHICKEN MASALA', 'WATER BOTTLE - 10')",1
"('MAAZA', 'VEG FRIED RICE')",1
"('CHICKEN FRIED RICE', 'MAAZA')",1
"('HORLICKS', 'MASALA CHILI BAAJEE')",1
"('EGG BIRIYANI', 'MAAZA MINI')",1
"('BLACK FOREST', 'BUTTER SCOTCH MINI')",1
"('COKE', 'SAMBAR RICE')",1
"('CHILLI CHICKEN', 'UTHAAPPAM')",1
"('CHAPATHI -1', 'CHICKEN BRIYANI')",1
"('BUTTER SCOTCH', 'THAMSUP')",1
"('BISCUIT - 10', 'POORI')",1
"('CHANNA MASALA', 'POMEGRANATE JUICE')",1
"('CHICKEN BRIYANI', 'EGG FRIED RICE')",1
"('CURD RICE', 'PEPPER CHICKEN')",1
"('EGG FRIED NOODLES', 'MAAZA MINI')",1
"('COLD BOURNVITA', 'MAAZA MINI')",1
"('EGG FRIED RICE', 'MASALA PURI')",1
"('DOSA', 'MIX CHAT')",1
"('CHICKEN PODI MASS', 'COKE')",1
"('CHICKEN BRIYANI', 'VEG FRIED RICE')",1
"('COKE', 'PANIYARAM')",1
"('EGG PODIMAS', 'TEA')",1
"('COKE MINI', 'EGG PODIMAS')",1
"('BONDA', 'PANI PURI')",1
"('ALOO CHAT', 'MASALA PURI')",1
"('MAAZA', 'SAMBAR VADA')",1
"('CHANNA MASALA', 'GHEE DOSA')",1
"('CHICKEN BIRIYANI', 'COLD BOURNVITA')",1
"('BAAJEE', 'RAVA DOSA')",1
"('EGG FRIED NOODLES', 'PODI DOSA')",1
"('PEPPER CHICKEN', 'VEG NOODLES')",1
"('COLD BOURNVITA', 'MASALA PURI')",1
"('CHAPPATHI', 'PANEER FRIED NOODLES')",1
"('PEPPER CHICKEN', 'SEZWAN CHICKEN FRIED NOODLES')",1
"('VEG NOODLES', 'WHITE CHICKEN MASALA')",1
